# rootname800                                     ,Mo,No,psffwhm,asecpix,skybg,skybgstd,x0peak,y0peak,x0col,y0col,x0A1fit,y0A1fit,x0A3fit,y0A3fit,a,b,PAdeg,InFit1D,RnFit1D,nFit1D,xsin,x0Fit2D,y0Fit2D,InFit2D,RnFit2D,nFit2D,qFit2D,PAFit2D,LT,R10,R20,R30,R40,R50,R60,R70,R80,R90,Rp,C1,C2,ABG,A0,A1,A2,A3,A4,S1,S3,G,M20,psi,sigma_psi,H,IRkurvmedian,IRkurvmad,QF,
4414930_u                                         ,271.00000000,377.00000000,5.43226016,0.77781746,-0.00152678,0.00885960,187.50240494,134.50252330,187.87951891,134.62259405,188.70769184,137.20090679,190.97842956,134.37890743,11.50762360,7.34662962,150.19186329,0.00335888,24.99999951,2.20098149,64.33485716,187.42455463,135.51470203,0.00541640,38.97789861,2.25028178,0.25243965,150.39536976,28.78804398,5.14663790,8.53048617,12.49950535,16.48026312,20.66146453,25.28096823,30.61293123,37.57470163,44.52412200,48.59553473,0.64392176,0.33343426,0.08503435,0.72653359,0.01142848,0.84354619,0.59542776,0.81441130,-0.02600210,0.73051668,0.56027459,0.46159997,1.55547538,0.79271698,0.80491423,0.70152413,0.83099398,0.00000000,
4910670_u                                         ,135.00000000,139.00000000,5.80655059,0.77781746,0.00018126,0.00933534,67.51319748,65.51066567,68.13099514,66.02663783,68.63467798,66.52818136,67.82705508,67.01353214,4.79557242,4.44284362,144.32781205,0.03012432,6.98001887,4.29873663,7.37666892,67.93184816,65.72352682,0.02021597,8.02223161,6.04592682,0.83563317,137.49448766,23.37899017,1.58537525,2.54054505,3.58654273,4.78209420,6.25875358,8.21733417,10.76077645,14.59012815,20.08939487,14.40726330,0.75913221,0.50647900,0.10796493,0.27107261,0.00337812,0.37999083,0.40256910,5.58692586,0.01944412,0.71097675,0.68832109,-0.12064310,1.55725729,0.57755015,0.60710331,0.37234214,0.31138543,0.00000000,
4912281_u                                         ,163.00000000,153.00000000,5.80655059,0.77781746,0.00023225,0.00950077,129.50200465,148.51191477,129.70749737,149.02668878,129.89977046,149.44851188,130.42400191,149.69828228,2.82717572,2.21556132,151.84949632,0.01090368,1.00000000,49.99682445,5114.24424573,129.07499209,148.78771380,0.14103972,1.25264662,20.74773217,1.00000000,178.28202262,8.44169617,1.00000000,1.03494428,1.27857502,1.55239941,1.86765828,2.24410499,2.72227860,3.41272242,4.92597081,4.29600901,0.51818400,0.42119442,0.00895856,0.16602776,0.00088119,0.67858036,0.07624477,12.90206505,0.00711968,0.66697855,0.76810405,-0.45569232,1.62398090,0.22406753,0.55282673,0.44180417,0.27374336,65.00000000,
4913097_u                                         ,91.00000000,151.00000000,5.80655059,0.77781746,0.00026557,0.00945328,72.51182465,42.52232860,73.27696568,43.23936500,73.28242305,44.16791083,73.61841937,43.08192762,3.43323504,2.55526801,179.43794003,0.00257510,22.99999696,1.86786191,27.74072633,73.54562577,43.27297830,0.00345943,25.81724000,1.77981998,0.47173708,171.39147588,15.94877052,4.69415920,8.04999295,11.69021947,15.14480959,19.60463121,24.57241063,26.68996019,30.83269359,40.25916545,34.02310877,0.58321597,0.31250609,0.55011374,0.44963589,0.03838779,0.65810099,0.67287799,3.08205097,0.04046452,0.92623508,0.54037672,0.77131158,1.58399448,0.82980028,0.83760954,0.45741366,1.92471277,0.00000000,
4914930_u                                         ,111.00000000,91.00000000,5.80655059,0.77781746,0.00128784,0.00980514,45.51271228,52.51518191,51.99218068,52.02355235,52.26778321,53.19889607,46.31403281,55.21572723,7.24490120,2.11080073,166.71193162,0.01388982,14.35563284,1.91806479,69.81468329,49.86508926,52.73442574,0.02145815,2.75486392,0.16362128,0.43708241,156.48441885,10.98635101,7.80051070,9.32035112,12.09965505,15.05615568,18.83740371,23.45575289,31.54298516,38.67262094,47.40221904,26.55924183,0.61797133,0.40077763,0.35684270,0.66259825,0.09774758,0.57569788,0.70691910,24.46640936,0.02843546,0.73924619,0.57101343,-0.00439460,1.54120549,0.78813403,0.68396241,-0.19073750,2.99755948,64.00000000,
4919525_u                                         ,153.00000000,153.00000000,5.80655059,0.77781746,0.00001311,0.00959128,17.50643157,5.50457962,18.22522293,8.22978284,20.60492214,8.79435935,20.41277180,8.47902847,4.08157675,2.19918611,137.11735523,0.00675800,6.94875085,49.99911208,25.48397066,18.24435792,7.12073356,0.00289479,38.64657359,21.00000000,0.04999990,114.08716602,2.74676371,1.88085267,2.70413382,3.46001432,4.23975489,5.17721507,6.64810119,8.55483057,10.58154215,14.18067555,17.58445138,0.59252079,0.43760071,0.00527430,0.62100816,0.00717002,0.73402477,0.23676195,16.02781121,0.00566529,0.87736467,0.70312090,0.74285772,1.52759887,0.86271673,0.72131132,-0.08802971,1.99940235,104.00000000,
4919632_u                                         ,177.00000000,185.00000000,5.80655059,0.77781746,0.00082477,0.00974586,90.50114155,86.50377388,90.69856696,86.84635694,91.11304810,87.51991883,96.68731023,82.29610732,7.44277374,5.47659300,33.45612240,0.00204536,50.99999943,3.28418799,16.44011971,90.41360409,86.72343686,0.00012460,256.01155900,10.32455056,0.53402947,32.43880763,62.60218811,4.44834167,8.84195360,14.71416868,22.45466707,31.34602584,41.33994996,54.57539499,69.62290811,87.43186237,54.30911848,0.89620393,0.44548724,0.59944087,0.30160978,0.01220291,0.39380253,0.71512884,0.72805171,0.06134553,0.73308665,0.59659219,0.57060865,1.57749814,0.64777074,0.62227673,0.57322940,1.40952848,32.00000000,
4919961_u                                         ,113.00000000,99.00000000,5.80655059,0.77781746,0.00047919,0.01002883,81.50691251,19.51356901,82.56731790,20.60639660,81.70183118,20.49997416,81.83893994,18.39288028,4.48957455,2.56489746,25.72453395,0.00909213,14.99999363,2.71750560,12.80504573,82.00342456,20.10877521,0.01329735,13.62865449,1.03964126,0.53918100,23.38576110,13.89583492,4.33303547,6.21986948,7.99463994,10.15547790,12.39867320,14.63826058,17.27636514,20.58460728,26.68284128,24.63209090,0.51976131,0.33285686,0.23723909,0.38602162,0.04841723,0.41852131,0.24849157,6.18192845,0.01159161,0.46226245,0.55835202,0.16245075,1.63817960,0.88484412,0.86456123,0.58787323,1.11917554,0.00000000,
4920374_u                                         ,65.00000000,81.00000000,5.80655059,0.77781746,-0.00020614,0.00990733,47.52243857,30.52470357,45.47075352,31.76036011,47.69961795,31.62629047,49.30143236,32.13078110,4.84737459,2.81383068,162.17802078,0.00460302,4.00000000,49.95856798,372.09763718,46.92148124,30.33271199,0.00002425,103.85544128,21.00000000,0.32519793,157.64993759,1.21581221,3.44613199,4.81523340,6.02188177,7.08420856,8.04273638,9.10552150,10.52551252,11.68176325,12.44227375,14.28759567,0.38489106,0.18949592,0.18799247,0.91906864,0.00626804,0.88388935,0.79193887,16.76313381,0.00360606,1.11575741,0.48218067,0.48787688,1.72027548,1.00476784,0.89450357,0.56732856,0.83033883,96.00000000,
4920551_u                                         ,127.00000000,143.00000000,5.80655059,0.77781746,0.00001344,0.00988742,70.50721906,61.50909138,71.37451765,62.42523326,71.70406728,63.15836606,73.80222849,61.76629050,4.65440254,2.82430764,26.56669163,0.01153790,13.58374443,1.35457569,7.93261437,70.90193681,62.03506016,0.01480164,12.52442422,0.92807352,0.56524353,23.23304469,15.48402500,4.45244163,6.58215375,8.60900472,10.68075363,13.21046815,15.72561126,18.83610875,22.66234907,28.47565353,28.55346149,0.53693690,0.33355549,0.38170239,0.54159594,0.01950154,0.61105140,0.59159795,4.41822336,0.02038988,0.64553814,0.59544565,0.85298428,1.66191594,0.72436523,0.84786037,-0.13763967,0.87886698,0.00000000,
492211_u                                          ,105.00000000,139.00000000,5.80655059,0.77781746,0.00000363,0.00976330,65.52187180,50.50329167,66.57029112,50.50587647,66.53617027,52.02923284,64.95126292,52.04122834,3.65913287,2.82342643,112.29201632,0.00571278,11.99999903,22.08832766,16.43811267,65.44241246,50.59060376,-0.00403834,1.00016366,21.00000000,0.46237505,108.62322495,9.65001297,3.02824950,4.62900030,5.98972666,7.63886178,9.96141100,12.58815587,16.67105472,21.14636065,24.31055941,14.90346721,0.65974843,0.38747409,0.09585914,0.48765329,0.00512658,0.69296654,0.46096886,7.03475568,0.00274952,1.07229033,0.55698866,0.19790130,1.63942463,0.81485123,0.86853383,0.39182783,0.66721625,0.00000000,
4922462_u                                         ,105.00000000,91.00000000,5.80655059,0.77781746,0.00128275,0.00996739,44.50532171,27.53299301,44.52857126,32.31503893,44.52871706,40.75669690,40.86997247,46.10710883,7.80218729,1.86168369,92.27557993,0.00341825,34.99999693,2.37512465,43.96005074,44.53586172,35.79288986,0.00276662,39.72897657,1.63926633,0.31284508,96.01818701,16.87125778,3.61514803,5.81433314,10.99344992,16.39727458,22.16821230,28.19033239,37.04472157,46.94880141,57.37522958,37.67955903,0.90712460,0.41299376,0.40762043,0.55532527,0.16938643,0.65509826,0.54090493,12.69150320,0.10774914,0.42953731,0.62656029,0.01113061,1.57331023,0.90078822,0.59126337,1.17477581,2.94633837,64.00000000,
4924945_u                                         ,133.00000000,125.00000000,5.80655059,0.77781746,-0.00054960,0.01017816,59.50274113,63.50301813,59.44064770,63.95740485,61.67815258,64.21712796,61.19998130,64.75065537,4.67573270,3.21694724,50.89143213,0.00525087,13.58508800,1.09655011,28.89667112,59.46461591,63.65404612,0.00484854,14.83267864,0.94093271,0.63239797,53.38874918,7.40528011,5.19213480,7.56158057,9.78449031,11.48314561,13.39539949,16.29164577,19.76059601,27.56841311,31.36309976,20.43440903,0.56179918,0.36946331,0.25009659,0.73677216,0.00136112,0.81612640,0.63739727,2.24430142,0.03035694,0.93970062,0.51639825,0.48584002,1.61957622,0.81109446,0.89450628,-0.76328771,2.61933848,0.00000000,
4925073_u                                         ,197.00000000,177.00000000,5.80655059,0.77781746,-0.00032839,0.01002917,85.50245415,95.50481093,85.91024608,95.87193716,85.75615646,95.59030625,85.16932627,98.71970163,3.39509285,2.96955847,2.87047300,0.00222968,15.99999467,2.36093637,50.74697762,85.77843514,95.85132042,0.00223460,18.70013871,2.22897652,0.88721777,169.71822227,8.86956978,3.56213418,5.61840940,8.19512225,10.59579742,13.28518842,15.80340357,20.61726365,25.39995788,29.36103341,18.66320601,0.65521961,0.34440362,0.14430028,0.87830289,0.00108690,0.95852739,0.70422250,2.94002998,0.00799096,0.95181329,0.52364574,0.39924712,1.58057962,0.66072186,0.87533399,1.00533412,1.99013271,0.00000000,
4925306_u                                         ,87.00000000,47.00000000,5.80655059,0.77781746,-0.00008957,0.00964258,21.51189805,41.51077038,21.89919463,42.16703015,22.41245701,42.89177598,23.35121929,40.83031077,3.69884087,2.85999439,64.02386472,0.00781860,3.00000000,49.91494683,440.39613677,21.59399223,41.37657220,0.00006242,98.88174506,21.00000000,0.34598233,79.21379332,2.30434227,2.09561441,3.42139353,4.46571470,5.23950891,5.88982118,6.54174118,7.33857019,8.59302710,10.05603805,12.11878533,0.39994315,0.23232480,0.16419913,0.58950637,0.00000000,0.69608820,0.46475080,6.28792959,0.00191987,0.93297379,0.50695697,0.54112993,1.51748139,0.81614049,0.91632093,0.84148129,0.68703768,32.00000000,
4928114_u                                         ,75.00000000,77.00000000,5.80655059,0.77781746,0.00132209,0.01070758,35.50825915,33.50659387,34.86114059,34.08748699,34.34727820,34.21801742,34.15281201,34.45956358,3.57793383,2.87871394,109.89308990,0.00427820,14.00000000,0.50620859,369.30465335,46.16073426,36.99387061,0.00213535,29.43128588,0.31885373,0.93111661,151.37034287,6.41814041,5.98272812,10.72533667,15.06416263,19.72914863,22.77177616,25.77155684,27.80481816,31.37914529,32.36716943,16.99423812,0.46623018,0.15270781,0.61014956,0.47024493,0.01445114,0.90003782,0.86642153,5.11701184,0.01477998,0.94127775,0.51195711,0.01608790,1.62786658,0.82016256,0.83134028,-0.10749745,2.70434357,0.00000000,
4929584_u                                         ,189.00000000,173.00000000,5.80655059,0.77781746,0.00080321,0.01015663,92.50491090,124.50734983,85.06883617,126.30193887,85.35957376,126.58740419,85.91480128,126.87465940,11.37366541,3.14404742,170.44528393,0.03277168,13.00000000,0.50000000,45.96112749,85.26085827,125.91671542,0.05111823,3.53531386,0.16362066,0.22624599,170.22203441,16.83054161,8.95714071,10.64374093,11.57745934,12.36765497,13.19480101,14.24526860,16.12433605,18.73659834,23.00023533,22.91523288,0.24559645,0.24132943,0.04626853,1.05823253,0.11369970,0.84855634,0.62299314,33.38198358,0.03303523,0.44590349,0.72648903,0.00728126,1.50146304,0.75363815,0.60583352,0.03149484,0.80785894,64.00000000,
4929667_u                                         ,143.00000000,125.00000000,5.80655059,0.77781746,0.00035482,0.01012983,61.50214934,71.49886375,59.62685107,68.08086766,58.85178392,67.28542799,58.24946745,65.91397739,10.00254364,4.13473895,55.32455013,0.03293022,17.16003498,0.50000684,1080.34035981,58.49347848,66.76752223,0.03094131,4.90681440,0.16363832,0.36029000,56.08156714,26.31588364,9.60115711,12.64058956,15.20575068,17.11794271,19.50402340,23.53552119,28.73242980,37.91380091,50.82313710,34.32707147,0.47703000,0.41593726,0.30499986,0.47426965,0.05679020,0.45502251,0.52341423,11.35735112,0.07610136,0.63601564,0.62088347,0.13437766,1.59357703,0.62653768,0.78904675,-0.16099964,2.16554646,64.00000000,
4929956_u                                         ,253.00000000,155.00000000,5.80655059,0.77781746,0.00103896,0.01025202,74.50468793,124.50252221,75.41882565,125.03799756,75.64543028,125.19855094,79.18403295,126.53218156,6.54874942,4.81721743,62.18372251,0.00204800,46.99999997,5.84309688,52.36885903,74.95568968,124.36897124,0.00012165,296.67432475,9.62050874,0.51071142,63.91677155,88.46532440,6.17071837,12.50141368,21.72922421,35.69251523,55.46888412,75.59708219,87.67941441,90.50538644,93.69174341,50.08900124,0.85971530,0.22765189,0.44078407,0.43140537,0.01021118,0.48173516,0.72733890,2.11508538,0.02753962,0.67212240,0.60079062,0.46850485,1.57221210,0.84760260,0.69042737,0.50239582,1.80176567,32.00000000,
4929968_u                                         ,199.00000000,127.00000000,5.80655059,0.77781746,0.00033191,0.01025890,61.50694706,95.50403504,62.42469766,96.40149104,63.61031208,93.99491095,64.27627985,93.30974909,5.13345841,2.67775032,113.40125645,0.00551145,21.94436742,0.81814289,35.64503386,62.87972199,94.50065590,0.00609312,32.21240022,1.00094137,0.21303693,114.99463866,16.73479843,7.99548394,11.65681548,15.32716334,19.21321366,23.91547712,29.72401455,35.87431274,45.84754440,54.41566510,36.27397258,0.59473616,0.35704489,0.16230530,0.60826521,0.00527062,0.80003880,0.49319388,3.53869462,0.01274076,0.79932041,0.51536319,0.65079037,1.58021259,0.73620158,0.88963291,0.59210641,2.51495427,0.00000000,
4930548_u                                         ,185.00000000,181.00000000,5.80655059,0.77781746,0.00009720,0.01010060,88.50591704,90.50209640,89.07498052,90.83065154,89.61338825,91.42103988,88.79564042,91.56161870,5.35247301,4.51209213,59.39268418,0.00323190,26.57932489,5.43313727,12.78219292,88.91289934,90.62315851,0.00143716,43.86392236,6.20743461,0.70110846,57.08789352,32.79066467,2.88153839,5.40122780,8.18334502,11.30105945,15.91879579,21.27143102,27.72572078,35.83277529,46.71323588,37.75873485,0.82178795,0.46752974,0.42649686,0.49622852,0.00735941,0.52499024,0.71035151,1.74026223,0.04425033,0.82932226,0.60828694,0.61951656,1.58940212,0.68248003,0.67068007,0.60035452,1.10065750,0.00000000,
4930948_u                                         ,101.00000000,95.00000000,5.80655059,0.77781746,-0.00018041,0.00990450,48.51483601,44.51919381,49.01250797,45.28669638,49.67481832,45.88227800,49.84160529,45.06839144,4.12661253,2.69572534,134.18214828,0.00601549,6.75746624,1.88368385,32.42586925,48.59626097,44.90020205,0.00670249,8.97475668,3.40508328,0.28961144,132.39586407,2.32098770,2.18807389,3.07520879,3.86982761,4.72155392,5.89079917,7.12885308,8.05275296,9.16662037,14.86370023,10.25942029,0.47433464,0.40195272,0.04237295,0.64778361,0.00000000,0.90147940,0.48073322,8.91603600,0.00075139,0.90380038,0.48472993,0.27817562,1.68911056,0.71739979,0.86232389,0.90033047,0.90358921,0.00000000,
4932425_u                                         ,163.00000000,173.00000000,5.80655059,0.77781746,0.00045832,0.01015866,35.51090830,124.50613505,35.76777710,124.90563080,36.17907246,125.49166793,36.30775705,125.29147018,2.31579302,1.90758292,13.32042974,0.00723845,1.00000000,49.99886144,5114.23055179,35.60112527,125.02658946,0.11684155,1.34187664,20.99999996,1.00000000,83.39852474,5.93442297,1.00000000,1.04484576,1.30115066,1.58807872,1.91648648,2.30492512,2.78971505,3.46073436,4.68627291,4.38570039,0.52011608,0.38832182,0.00758868,0.21614104,0.00000000,0.90933730,0.12261932,10.82953544,0.00310915,0.56351732,0.75127888,-0.37725278,1.56118038,0.22878146,0.60361645,0.44627693,0.29899042,65.00000000,
4933971_u                                         ,191.00000000,177.00000000,5.80655059,0.77781746,0.00122663,0.01037004,85.50627628,93.50114720,86.28540471,93.56878923,86.59285021,94.41663441,86.07921130,98.59234029,6.60953105,5.78898456,59.01549781,0.00379223,30.99999500,6.34202469,9.86486868,85.72689537,93.62896820,0.00052489,102.56909816,8.80082163,0.74276293,63.70103660,58.27324677,3.32177028,5.96127114,8.99558660,13.06088455,18.39215264,24.23268077,32.05232518,42.31313162,53.68724517,34.33922647,0.85113629,0.46523856,0.32497802,0.33103218,0.01233487,0.36910719,0.58566051,2.27745133,0.01819084,0.85845270,0.62008359,0.20818920,1.55499311,0.56134814,0.65122944,0.70687033,1.09852835,32.00000000,
4934060_u                                         ,145.00000000,149.00000000,5.80655059,0.77781746,-0.00013676,0.01040771,71.50334402,70.50174425,71.63610879,70.54300589,73.54087226,71.10792878,72.62631642,70.47466508,4.36199795,4.31020863,41.25677400,0.00594481,16.94795823,0.97406265,11.07059403,72.33765315,70.66797206,0.00278179,22.51731019,3.20594609,0.97798102,22.55282583,20.08386993,3.33422100,5.77208301,8.48449682,11.54056660,14.40966167,17.22778750,20.62463409,23.99166370,28.92380890,28.44011246,0.61872780,0.30260170,0.52530587,0.51249879,0.02305438,0.65426973,0.67679898,0.48884757,0.04637001,0.72830420,0.57561423,0.99166944,1.53583930,0.80509860,0.79860136,0.60121211,1.12607588,0.00000000,
4934105_u                                         ,89.00000000,97.00000000,5.80655059,0.77781746,0.00102973,0.01003317,81.51723029,87.00697163,82.33852921,83.02940257,82.59615778,82.88519726,83.52382311,82.99927685,3.94007716,3.23539665,5.31805861,0.01889593,6.00000000,2.70163845,29.84484564,81.63441738,87.27795893,0.01737159,6.57593501,0.90368974,0.99999883,15.77220150,5.05826235,3.92348961,4.63791104,5.22020544,5.75116298,6.29767877,6.96154862,8.33600222,9.99762452,13.12837339,12.92902908,0.33357441,0.31903042,0.10485532,0.46932748,0.01434107,0.39494648,0.37954129,31.41361969,0.01545846,0.71815928,0.59834313,-0.07807854,1.48482059,0.79885933,0.82607535,-0.09950628,0.46597946,64.00000000,
4934175_u                                         ,135.00000000,121.00000000,5.80655059,0.77781746,0.00120553,0.01013256,57.50340062,65.50880555,57.96354847,66.14505845,60.09698736,65.67937874,54.99865427,68.99988745,4.27650440,2.67889285,18.09242215,0.00169410,38.00000000,1.78678552,99.28759927,59.00000141,66.00000265,0.00074484,55.69633123,3.03810007,0.80249817,32.76369805,25.30008698,7.92284891,13.64751996,21.78112279,31.99226432,44.02717249,51.44937732,59.12053465,65.29524756,72.69281798,40.80508381,0.67982783,0.21777071,1.02964818,0.15822450,0.05824634,0.92468080,0.94151833,1.92429307,0.04347819,0.76916416,0.52750419,0.04735750,1.61974776,0.90120293,0.77622060,-0.44800410,3.49680482,0.00000000,
4934189_u                                         ,135.00000000,147.00000000,5.80655059,0.77781746,0.00004915,0.01021442,71.50759818,66.50266912,71.92845866,66.70138791,72.21948979,67.20225765,71.99973482,69.69694268,3.65894100,3.40730087,42.09832064,0.00318712,16.99999700,3.07542071,28.15912229,71.56685547,66.50741319,0.00340370,13.31826665,3.40796158,1.00000007,39.88575351,15.79470634,2.88341296,4.76169271,7.23165621,9.99462170,12.70294493,16.47141431,20.71331017,25.58097176,30.59015641,35.18407689,0.73015567,0.38167728,1.29927146,-0.11348777,0.02056589,0.85023252,0.81175177,1.32280493,0.04556990,0.60793202,0.59211105,1.06624795,1.55147555,0.80874826,0.76946758,0.35639875,1.58265841,0.00000000,
4934561_u                                         ,321.00000000,261.00000000,5.80655059,0.77781746,0.00046957,0.01075809,125.50138480,158.50133821,126.29125502,158.78696687,127.26342495,158.06569220,134.25555373,157.36544974,3.44257909,3.09264223,89.89950676,0.00868353,27.92507298,0.61936450,18.09506470,126.20300847,157.53073174,0.00655424,28.50556399,1.18970100,1.00000000,5.88508058,66.58500671,8.14833294,14.83318560,19.82888038,23.83236141,28.01588882,33.50956949,39.63774680,49.07930590,67.50111427,50.44875517,0.51966398,0.38190654,0.48883575,0.61248129,0.01620559,0.87979827,0.72491603,1.66491282,0.02468240,0.67991740,0.55228455,0.63019822,1.59296717,0.69416648,0.77286835,0.33501320,2.70301930,0.00000000,
4934657_u                                         ,155.00000000,131.00000000,5.80655059,0.77781746,0.00004790,0.01019933,61.50274726,19.51627440,61.56709714,20.32193077,62.08492144,21.26537888,62.05496575,21.25642067,2.34732345,2.26426910,163.00694891,0.00878595,4.00000000,49.99909580,172.51114965,61.78149968,19.49062283,0.22572360,1.38757996,21.00000000,1.00000000,49.97283036,7.89468098,1.72330704,2.31359318,2.85407938,3.38099321,3.92189485,4.51330471,5.24323590,6.36908267,8.24143124,6.98267301,0.43978989,0.32250669,0.03177205,0.40953912,0.02849288,0.73099078,0.30001790,11.57468171,0.00388522,0.65725797,0.72800703,-0.15194207,1.51335202,0.48255096,0.70113377,-0.08939225,0.64752577,64.00000000,
4935000_u                                         ,89.00000000,93.00000000,5.80655059,0.77781746,0.00072264,0.00998631,44.50069042,41.52145321,44.51342247,42.06957722,45.54203464,42.94285988,45.13554458,41.42417800,2.51257507,2.06155964,46.26654192,0.00614971,12.00000000,0.51187375,149.55791084,44.99999934,42.99999973,0.00113584,22.76956805,2.61941544,0.67949944,9.98724643,5.07020760,3.37661738,5.10892246,7.24355292,10.85464739,15.70878453,17.88420946,21.36193556,22.79491067,26.51228523,14.54010052,0.64950858,0.22730458,0.25221518,0.74306364,0.00000000,0.91691490,0.75140396,3.77075697,0.00200098,0.66622694,0.52557548,0.42333183,1.56382474,0.77543684,0.87984920,0.23101740,1.84426739,0.00000000,
4935379_u                                         ,77.00000000,83.00000000,5.80655059,0.77781746,0.00110380,0.01035319,14.51859301,9.51822485,15.63756844,10.98860988,16.59869811,12.23954654,17.19949006,10.99734469,3.53317686,3.42409975,52.19223006,0.01345335,6.34016312,13.00323812,74.29110318,15.84531841,11.22808784,0.02587083,1.24657906,0.16362048,0.95277390,4.96471936,6.24411488,3.47663386,4.21701277,4.93137526,5.72909127,6.70381597,8.05926978,9.96753364,13.94195254,22.59073725,13.73126951,0.51931868,0.52760832,0.24878681,0.42049850,0.02872692,0.43581726,0.54494939,13.45642993,0.01783254,0.74682009,0.60496357,0.02038999,1.56218066,0.87092319,0.80032281,0.35948391,1.16996504,66.00000000,
